id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
149,전공관련교양(제2외국어),서울,IFLS125,9,교양,교양교육원,교양중국어초급(외국어강의),김선,3(5),월(5) 법학도서관 B101호 수(5) 법학도서관 B101호,월(5),법학도서관,수(5),법학도서관
150,전공관련교양(제2외국어),서울,IFLS125,10,교양,교양교육원,교양중국어초급(외국어강의),최수경,3(5),월(1) 국제관 215호 화(7-8) 국제관 215호,월(1),국제관,화(7-8),국제관
151,전공관련교양(전공외국어),서울,IFLS250,2,교양,교양교육원,전공중국어Ⅰ(외국어강의),최신혜,3(3),화(7-8) 교양관 414호 목(7-8) 교양관 414호,화(7-8),교양관,목(7-8),교양관
152,전공관련교양(전공외국어),서울,IFLS250,3,교양,교양교육원,전공중국어Ⅰ(외국어강의),김윤수,3(3),월(7-8) 교양관 405호 수(7-8) 교양관 405호,월(7-8),교양관,수(7-8),교양관
153,전공관련교양(전공외국어),서울,IFLS250,4,교양,교양교육원,전공중국어Ⅰ(외국어강의),김윤수,3(3),화(6) 교양관 302호 목(6) 교양관 302호,화(6),교양관,목(6),교양관
154,전공관련교양(전공외국어),서울,IFLS254,1,교양,교양교육원,전공일본어Ⅰ(외국어강의) 일문과 1학년,이현희,3(3),화(1) 교양관 305호 목(1) 교양관 305호,화(1),교양관,목(1),교양관
155,전공관련교양(전공외국어),서울,IFLS254,2,교양,교양교육원,전공일본어Ⅰ(외국어강의) 일문과 234 학년,주현숙,3(3),월(5) 교양관 315호 수(5) 교양관 315호,월(5),교양관,수(5),교양관
156,전공관련교양(전공외국어),서울,IFLS277,0,교양,교양교육원,전공프랑스어I(외국어강의),Simon Kim,3(3),화(2) 미디어관 410호 목(2) 미디어관 410호,화(2),미디어관,목(2),미디어관
157,전공관련교양(전공외국어),서울,IFLS278,0,교양,교양교육원,전공프랑스어II(외국어강의),Jeanmaire Guillaume,3(3),월(1) 서관 402호 수(1) 서관 402호,월(1),서관,수(1),서관
158,전공관련교양(전공외국어),서울,IFLS283,1,교양,교양교육원,고급영어(영강),이지영,3(3),월(1) 교양관 414호 수(1) 교양관 414호,월(1),교양관,수(1),교양관
159,전공관련교양(전공외국어),서울,IFLS283,2,교양,교양교육원,고급영어(영강),이진형,3(3),월(3-4) 서관 317호 수(3-4) 서관 317호,월(3-4),서관,수(3-4),서관
160,전공관련교양,서울,ARDE113,0,교양,디자인조형학부,미술과문화,조은정,3(3),금(5-6) 교양관 111호,금(5-6),교양관,,
161,전공관련교양,서울,ARDE125,0,교양,디자인조형학부,현대아시아미술개론,조은정,3(3),월(1-2) 교양관 403호,월(1-2),교양관,,
162,전공관련교양,서울,ARDE158,0,교양,디자인조형학부,디자인론,최재희,3(3),화(2) 미디어관 309호 목(2) 미디어관 309호,화(2),미디어관,목(2),미디어관
163,전공관련교양,서울,ARDE162,0,교양,디자인조형학부,서양미술사,조은정,3(3),금(1-2) 교양관 111호,금(1-2),교양관,,
164,전공관련교양,서울,ARDE183,0,교양,디자인조형학부,한국미술감상과비평,송희경,3(3),월(1-2) 국제관 332호,월(1-2),국제관,,
165,전공관련교양,서울,BUSS152,1,교양,경영학과,회계학원리  ,김진배,3(3),월(5) L-P 208호 수(5) L-P 208호,월(5),LG포스코경영관,수(5),LG포스코경영관
166,역사의탐구,서울,GEHI041,0,교양,교양교육원,환경문명사,서태열,3(3),월(6) 교육관 203호 수(6) 교육관 203호,월(6),운초우선교육관,수(6),운초우선교육관
167,역사의탐구,서울,GEHI051,0,교양,교양교육원,라틴아메리카의생성과확장,이재학,3(3),화(6) 교양관 304호 목(6) 교양관 304호,화(6),교양관,목(6),교양관
168,역사의탐구,서울,GEHI079,0,교양,교양교육원,역사는어떻게서술되는가?,송완범,3(3),화(2) 교양관 606호 목(2) 교양관 606호,화(2),교양관,목(2),교양관
169,역사의탐구,서울,GEHI086,0,교양,교양교육원,근대조선과세계-변방에서중심으로  ,최덕수,3(3),화(7-8) 교양관 110호 목,화(7-8),교양관,,
170,역사의탐구,서울,GEHI087,0,교양,교양교육원,대한민국헌법사,장영수,3(3),화(6) 법학관신관 101호 목(6) 법학관신관 101호,화(6),법학관신관,목(6),법학관신관
171,역사의탐구,서울,GEHI089,0,교양,교양교육원,도시로보는중국사,윤형진,3(3),화(2) 교양관 602호 목(2) 교양관 602호,화(2),교양관,목(2),교양관
172,역사의탐구,서울,GEHI092,0,교양,교양교육원,한국문화론의재검토,김문용,3(3),화(6) 교양관 403호 목(6) 교양관 403호,화(6),교양관,목(6),교양관
173,윤리와사상,서울,GECE013,0,교양,교양교육원,철학에로의초대:초월신자아인식,김창래,3(3),월(6) 본교대강당101 수(6) 본교대강당101,월(6),본교대강당,수(6),본교대강당
174,윤리와사상,서울,GECE025,0,교양,교양교육원,정의론과시민윤리 강의실: 대강당 김양현홀,손병석,3(3),화(6) 본교대강당101 목(6) 본교대강당101,화(6),본교대강당,목(6),본교대강당
175,윤리와사상,서울,GECE097,0,교양,교양교육원,스포츠와윤리 체육특기자만 수강가능,이천희,3(3),월(1-2) 교육관 301호,월(1-2),운초우선교육관,,
176,윤리와사상,서울,GECE102,0,교양,교양교육원,도덕철학의문제들  ,성창원,3(3),월(2) 교양관 411호 수(2) 교양관 411호,월(2),교양관,수(2),교양관
177,윤리와사상,서울,GECE106,0,교양,교양교육원,감정과삶  ,최기홍,3(3),미정,미정,미정,,
178,윤리와사상,서울,GECE108,1,교양,교양교육원,라이프아카데미Ⅰ 프로그램 선발자만 수강가능(강의실: SK미래관),장미정 김혜령,3(6),금(1-5)  금,금(1-5),미정,,
179,윤리와사상,서울,GECE108,2,교양,교양교육원,라이프아카데미Ⅰ 프로그램 선발자만 수강가능(강의실: SK미래관),장미정 김혜령,3(6),금(1-5)  미정,금(1-5),미정,,
180,과학과기술,서울,GEST024,0,교양,교양교육원,생물학적인간  ,나흥식,3(3),월(1) 본교대강당103 수(1) 본교대강당103,월(1),본교대강당,수(1),본교대강당
181,과학과기술,서울,GEST028,0,교양,교양교육원,환경과사회,김지형,3(3),월(3-4) 교양관 207호 수(3-4) 교양관 207호,월(3-4),교양관,수(3-4),교양관
182,과학과기술,서울,GEST029,0,교양,교양교육원,자연재해의이해,유철상,3(3),화(6) 교양관 602호 목(6) 교양관 602호,화(6),교양관,목(6),교양관
183,과학과기술,서울,GEST030,0,교양,교양교육원,바이오산업과생명공학기술(영강),김승욱,3(3),월(5) 교양관 605호 수(5) 교양관 605호,월(5),교양관,수(5),교양관
184,과학과기술,서울,GEST045,0,교양,교양교육원,인간과식량,서용원,3(3),화(1) 교양관 105호 목(1) 교양관 105호,화(1),교양관,목(1),교양관
185,과학과기술,서울,GEST065,0,교양,교양교육원,性의과학적이해,고용,3(3),월(5) 교양관 209호 수(5) 교양관 209호,월(5),교양관,수(5),교양관
186,과학과기술,서울,GEST071,0,교양,교양교육원,생활속의생물학,정남현,3(3),월(2) 교양관 309호 수(2) 교양관 309호,월(2),교양관,수(2),교양관
187,선택교양,서울,HANM120,9,교양,한문학과,생활한자,성민경,3(3),화(3-4) 국제관423 목(3-4) 국제관423,화(3-4),국제관,목(3-4),국제관
188,선택교양,서울,HANM120,10,교양,한문학과,생활한자,구순옥,3(3),화(7-8) 서관 132호 목(7-8) 서관 132호,화(7-8),서관,목(7-8),서관
189,선택교양,서울,HANM120,11,교양,한문학과,생활한자,노요한,3(3),화(6) 법학관구관 207호 목(6) 법학관구관 207호,화(6),법학관구관,목(6),법학관구관
190,선택교양,서울,HANM133,1,교양,한문학과,교양한문Ⅰ,김재욱,3(3),화(3-4) 법학관구관 207호 목(3-4) 법학관구관 207호,화(3-4),법학관구관,목(3-4),법학관구관
191,선택교양,서울,HANM133,2,교양,한문학과,교양한문Ⅰ,안득용,3(3),월(1) 법학관구관 207호 수(1) 법학관구관 207호,월(1),법학관구관,수(1),법학관구관
192,선택교양,서울,HEED101,1,교양,가정교육과,청년발달과자기이해 [1전공 가정교육과 학생은 수강불가],김미진,3(3),월(2) 교양관 311호 수(2) 교양관 311호,월(2),교양관,수(2),교양관
193,선택교양,서울,HEED101,2,교양,가정교육과,청년발달과자기이해 [1전공 가정교육과 학생은 수강불가],김경민,3(3),월(1) 교양관 605호 수(1) 교양관 605호,월(1),교양관,수(1),교양관
194,선택교양,서울,HISE102,0,교양,역사교육과,근대화와동아시아세계,서민교,2(2),화(7-8) 교육관 502호,화(7-8),운초우선교육관,,
195,선택교양,서울,HISE103,0,교양,역사교육과,쟁점으로보는한국사,김경란,2(2),목(3-4) 교육관 202호,목(3-4),운초우선교육관,,
196,글쓰기,서울,GEWR001,35,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,정경미,2(3),월(7-8) 교양관 412호 수(7-8) 교양관 412호,월(7-8),교양관,수(7-8),교양관
197,글쓰기,서울,GEWR001,36,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,김희진,2(3),화(1) 교양관 403호 목(1) 교양관 403호,화(1),교양관,목(1),교양관
198,글쓰기,서울,GEWR001,37,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,김영애,2(3),화(1) 교양관 309호 목(1) 교양관 309호,화(1),교양관,목(1),교양관
199,글쓰기,서울,GEWR001,38,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,김영애,2(3),화(2) 교양관 403호 목(2) 교양관 403호,화(2),교양관,목(2),교양관
200,글쓰기,서울,GEWR001,39,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,김희진,2(3),화(3-4) 교양관 306호 목(3-4) 교양관 306호,화(3-4),교양관,목(3-4),교양관
201,글쓰기,서울,GEWR001,40,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,강혜정,2(3),화(3-4) 교양관 309호 목(3-4) 교양관 309호,화(3-4),교양관,목(3-4),교양관
202,글쓰기,서울,GEWR001,41,교양,교양교육원,글쓰기 2020학번 생명과학대 이과대 공과대(건사환제외) 간호대 의과대 보건과학대,강혜정,2(3),화(5) 교양관 305호 목(5) 교양관 305호,화(5),교양관,목(5),교양관
203,1학년세미나,서울,GEKS005,6,교양,교양교육원,1학년세미나Ⅰ 심리학과,양은주,1(1),미정,미정,미정,,
204,ACADEMIC ENGLISH,서울,IFLS011,1,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/경영대학 자유전공학부(2020학번 신입생 우선 신청) ,David M. Docherty,1(2),월(1) 국제관 112호 수(1) 국제관 112호,월(1),국제관,수(1),국제관
205,정보보호대학원(관),서울,ITCS201,0,전공선택,융합보안융합전공,사이버기술과법,장규현,3(3),목(5-6) 생명과학관(동관)107 호,목(5-6),생명과학관동관,,
206,법학전문대학원(관),서울,JURA206,0,전공선택,법학전문대학원,형사소송법,홍영기,3(3),화(1) 법학관신관 202호 목(1) 법학관신관 202호,화(1),법학관신관,목(1),법학관신관
207,KU-KIST융합대학원(관),서울,KMCE102,0,전공필수,메디컬융합공학융합전공,융합과제설계:기초 이론2시간실습2시간,김동휘,3(4),월(6-9) RnD센터 535호,월(6-9),RnD센터,,
208,정보보호학부,서울,CYDF170,0,전공필수,사이버국방학과,과목 3,황석중,3(3),목(2-4) 로봇융합관 201호,목(2-4),로봇융합관,,
209,정보대학,서울,COSE211,1,전공선택,컴퓨터학과,이산수학(영강) 타과생분반(컴퓨터학과 수강불가),박성빈,3(3),월(6) 정보통신관 601호 수(6) 정보통신관 601호,월(6),우정정보관,수(6),우정정보관
210,자유정의진리,서울,GELI001,1I,교양,교양교육원,자유정의진리Ⅰ  ,오연경,3(3),화(3-4)  목(3-4),화(3-4),미정,목(3-4),미정
211,자유정의진리,서울,GELI001,1J,교양,교양교육원,자유정의진리Ⅰ  ,남중권,3(3),화(5)  목(5),화(5),미정,목(5),미정
212,자유정의진리,서울,GELI001,1K,교양,교양교육원,자유정의진리Ⅰ  ,강동원,3(3),화(6)  목(6),화(6),미정,목(6),미정
213,자유정의진리,서울,GELI001,1L,교양,교양교육원,자유정의진리Ⅰ  ,오연경,3(3),화(7-8) 교양관 410호 목(7-8) 교양관 410호,화(7-8),교양관,목(7-8),교양관
214,자유정의진리,서울,GELI001,1M,교양,교양교육원,자유정의진리Ⅰ  ,김여주,3(3),수(1)  금(1),수(1),미정,금(1),미정
215,자유정의진리,서울,GELI001,1N,교양,교양교육원,자유정의진리Ⅰ  ,김희경,3(3),수(2)  금(2),수(2),미정,금(2),미정
216,자유정의진리,서울,GELI001,1O,교양,교양교육원,자유정의진리Ⅰ  ,강정화,3(3),수(3-4)  금(3-4),수(3-4),미정,금(3-4),미정
217,자유정의진리,서울,GELI001,1P,교양,교양교육원,자유정의진리Ⅰ  ,강정화,3(3),수(5)  금(5),수(5),미정,금(5),미정
218,전공관련교양(제2외국어),서울,IFLS125,11,교양,교양교육원,교양중국어초급(외국어강의),조경환,3(5),화(2) CJ법학관 316호 목(2) CJ법학관 316호,화(2),CJ법학관,목(2),CJ법학관
219,전공관련교양(제2외국어),서울,IFLS126,1,교양,교양교육원,교양중국어중급(외국어강의),김수현,3(5),월(1) 교양관 202호 화(3-4) 교양관 202호,월(1),교양관,화(3-4),교양관
220,전공관련교양(제2외국어),서울,IFLS126,2,교양,교양교육원,교양중국어중급(외국어강의),김수현,3(5),월(2) 교양관 202호 수(2) 교양관 202호,월(2),교양관,수(2),교양관
221,전공관련교양(제2외국어),서울,IFLS127,1,교양,교양교육원,교양러시아어초급(외국어강의),김혁 타티아나 샴수트디노바,3(5),화(3-4) 교육관 407호 수(7) 교육관 407호,화(3-4),운초우선교육관,수(7),운초우선교육관
222,전공관련교양(제2외국어),서울,IFLS127,2,교양,교양교육원,교양러시아어초급(외국어강의),Valentina A Bojko 이남경,3(5),화(3-4) 교육관 406호 수(7) 교육관 406호,화(3-4),운초우선교육관,수(7),운초우선교육관
223,전공관련교양(제2외국어),서울,IFLS127,3,교양,교양교육원,교양러시아어초급(외국어강의),김혁 타티아나 샴수트디노바,3(5),화(1) 서관 316B호 수(3) 서관 316B호,화(1),서관,수(3),서관
224,전공관련교양(제2외국어),서울,IFLS128,0,교양,교양교육원,교양러시아어중급(외국어강의),이남경 Valentina A Bojko,3(5),화(1) 교육관 406A호 수(3) 교육관 406A호,화(1),운초우선교육관,수(3),운초우선교육관
225,전공관련교양(전공외국어),서울,IFLS283,3,교양,교양교육원,고급영어(영강),정헌,3(3),화(2) 교양관 305호 목(2) 교양관 305호,화(2),교양관,목(2),교양관
226,전공관련교양(전공외국어),서울,IFLS283,4,교양,교양교육원,고급영어(영강),유영현,3(3),화(5) 교양관 313호 목(5) 교양관 313호,화(5),교양관,목(5),교양관
